WTI,BRENT,NATURAL_GAS,ALUMINUM,CORN,COTTON,SUGAR,COPPER,WHEAT,ALL_COMMODITIES,Inflation (CPI %),GDP Growth (% Annual),Unemployment Rate (%),"Interest Rate (Real, %)"
67.9424750566254,67.11527160960681,4.876581459986654,2447.264449320787,140.04827289962722,73.17093421576473,20.62860980497812,6541.977039986404,148.81332760764127,127.43630318534355,7.665112404130325,1.477377957201538,7.977410929090249,4.7831166759380235
63.44257712821119,65.52976072857166,4.141138628540094,998.7019045142893,40.29831826933603,66.11141085425754,8.472495975491217,5367.231133880258,120.15243127891478,40.937906567265,5.308695903606337,2.4505775182583305,7.45513297196389,3.1350737919389524
72.48362936774309,66.69155904353578,3.8249493782327884,1204.6406064900502,119.29022262144946,80.59422137853878,7.824544553025687,5526.522725087418,140.24123963727376,90.52241817042609,5.319588040305373,2.7850175900007184,7.334967742272043,2.954082168145984
62.794451535133874,76.7530112462218,3.6780780116212903,1359.3636692447465,210.75401425137198,51.94385269128307,14.201974484397162,-527.1852667259735,92.6932423974938,112.13989561833294,5.215021741326149,2.74520978171669,7.377469787046474,2.931278054786913
69.0755082437935,68.61443991838568,3.492913112845419,1678.3083707268981,56.785144170429355,62.721884365002325,11.062156189946597,7292.90083842692,201.95203784190423,25.418594294119227,5.250624922961952,2.848271796880216,7.302388947134614,2.8742337464238363
67.13340054356105,65.9202368697242,2.475515999645003,2063.0870601369365,224.7021184072643,98.2426231569841,9.286705418338538,3751.107769278926,201.14460069754253,146.59493538298122,6.261546194615323,2.7310216971274026,7.46144723375298,3.471569443161367
63.36873014077858,66.88579771199052,1.697137276632529,1300.9813723407337,210.08361743671324,107.38481171861574,12.884738760377493,7153.98734581617,203.12956563615302,74.88409922426878,5.18938145708997,3.1398206179215493,7.1782585998085615,2.7390476309586314
67.30827085411656,75.23152706817777,3.6376035148506984,2464.8065771828497,-19.576318045823612,95.88957583149218,13.630681866547917,3777.5610905411836,185.4921879273857,15.483693348104884,5.740501207785745,2.8043078632747136,7.374097899478412,3.1720683259091937
64.58495277967754,69.51377018738893,6.381459844374656,1586.7627064840638,101.61804912890744,67.41360689978208,17.515484177679717,5404.827617937214,144.8734192779648,126.14016996622722,6.760498571883093,1.7124662728524604,7.815911625446908,4.214906268870424
66.06947820440693,72.47466666474362,2.4299619299729684,1667.1127637393247,129.4792109008736,46.72325018990391,14.611189060136228,5229.347433483977,179.8294548059477,93.04925962895997,5.334642754803815,2.8914849050115117,7.325385963098714,2.9131253667715673
